,created_at,source,original_text,polarity,subjectivity,lang,favorite_count,retweet_count,original_author,followers_count,friends_count,possibly_sensitive,hashtags,user_mentions,place
5797,Sat Jun 19 05:56:22 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",".@UNReliefChief urges ""members of the Security Council &amp; other member states to take any steps possible to prevent a famine from occurring.”

#AllowAccessToTigray 

@SecBlinken @StateDept  @USAmbUN @franceonu @RussiaUN @Chinamission2un @simoncoveney
https://t.co/HZ3RMvkC9b",-0.0625,0.6875,en,0.0,1.0,ZalaTigray,159,181,,"[{'text': 'AllowAccessToTigray', 'indices': [146, 166]}]",,
5798,Sat Jun 19 05:56:25 +0000 2021,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,0.0,0.0,en,,,his_job,3,33,,,"[{'screen_name': 'POTUS', 'name': 'President Biden', 'id': 1349149096909668363, 'id_str': '1349149096909668363', 'indices': [35, 41]}]",Sovereign de Lamour Palace
5799,Sat Jun 19 05:56:42 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","“I urge members of the #UNSC &amp; other member states to take any steps possible to prevent a famine from occurring.”
#AllowAccessToTigray @GermanyDiplo @PowerUSAID @KenyaMissionUN @DutchMFA @ItalyMFA @SpainMFA @francediplo_EN @RussiaUN @NorwayMFA 
https://t.co/HZ3RMvkC9b",-0.0625,0.6875,en,0.0,1.0,ZalaTigray,159,181,,"[{'text': 'UNSC', 'indices': [23, 28]}, {'text': 'AllowAccessToTigray', 'indices': [119, 139]}]",,
5800,Sat Jun 19 05:56:58 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Dr Moeti is head of WHO in Africa, and one of the best public health experts and leaders I know. Hers is a desperate request for vaccines to Africa. We plead with Germany and the UK to lift patent restrictions and urgently transfer technology to enable production in Africa.",0.13333333333333333,0.4555555555555556,en,553.0,280.0,Paul_Briley,176,338,,[],,Europe
5801,Sat Jun 19 05:57:34 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",13) Similar #DeltaVariant worries from a 🇨🇦 hospital— ➡️Outbreak even w/ 2 dose of mRNA vaccines—16 patients &amp; 6 HCWS #DeltaVariant positive. 6/16 patients &amp; 5/6 HCWs had received 2 doses of #COVID19 vaccine. A 2x vaccinated 80-year old also died. https://t.co/Y4GubHLMYF,0.10909090909090907,0.3818181818181817,en,189.0,79.0,Paula01907774,91,322,,"[{'text': 'DeltaVariant', 'indices': [12, 25]}, {'text': 'DeltaVariant', 'indices': [122, 135]}, {'text': 'COVID19', 'indices': [199, 207]}]",,Polska
5802,Sat Jun 19 05:57:38 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Thank you to everyone - colleagues, patients, public, pregnant women, children - who have transformed our understanding of #COVID19 and enabled #RECOVERY treatments and vaccines to be rolled out. I'm #Red4Research today to acknowledge their phenomenal contribution. @NIHRresearch https://t.co/Y5d4kkoCiO",0.2777777777777777,0.3555555555555556,en,92.0,14.0,Kathryn57993406,271,574,,"[{'text': 'COVID19', 'indices': [123, 131]}, {'text': 'RECOVERY', 'indices': [144, 153]}, {'text': 'Red4Research', 'indices': [200, 213]}]",,
5803,Sat Jun 19 05:57:43 +0000 2021,"<a href=""https://help.twitter.com/en/using-twitter/how-to-tweet#source-labels"" rel=""nofollow"">Vaccine finder</a>",,0.0,0.0,en,,,PuneUpdater,88,0,,,[],
5809,Sat Jun 19 05:57:45 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",,0.0,0.0,en,770.0,796.0,LuvsZaynZ018,686,1146,False,,,Earth
5810,Sat Jun 19 05:58:26 +0000 2021,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","2/ The Delta variant should pose little threat if you're fully vaccinated, but could still cause deadly surges in places where many people have shunned #COVID19 vaccines. That puts the South and parts of rural America at risk.
https://t.co/jzL6kUR8uW https://t.co/xsJD4TJIlE",0.028125,0.35,en,226.0,91.0,tradewind35,309,349,,"[{'text': 'COVID19', 'indices': [152, 160]}]",,
5811,Sat Jun 19 05:58:28 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Covid vaccines in healthy young people poses an ethical question as well as a benefit risk question. Is risk of myocarditis in your child worth it “for the greater good” to protect older people,at risks groups already vaccinated? I cannot accept that it’s a fair risk for children",0.3958333333333333,0.4916666666666667,en,80.0,29.0,oliviakingia,1898,869,,[],,
5812,Sat Jun 19 05:58:38 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",,0.0,0.0,en,,,ndegeofficial,2057,1080,,,[],
5813,Sat Jun 19 05:59:36 +0000 2021,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,0.0,0.0,en,770.0,797.0,AvizMuqri,77,189,False,,,Malaysia
5814,Sat Jun 19 05:59:37 +0000 2021,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","""In Africa, #COVID19 cases have increased by 52% just in the past week &amp; deaths have increased by 32%. 

We expect things to only get worse.

Less than 2% of Africa’s population has been vaccinated. Vaccines donated next year will be far too late."" 

-@DrTedros @WHO #VaccinEquity https://t.co/Wo6WViwwfc",-0.14523809523809522,0.5023809523809525,en,35.0,36.0,ReginaKeith1,925,838,,"[{'text': 'COVID19', 'indices': [12, 20]}, {'text': 'VaccinEquity', 'indices': [271, 284]}]",,UK
5815,Sat Jun 19 05:59:42 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","#COVID19 cases in #Africa are increasing by over 20% each week. Countries in East &amp; Southern Africa urgently need #Covid19vaccines, #oxygen &amp; #COVID19 tests. @UNICEF is helping to procure vital supplies but much more is needed. https://t.co/YlR1SVntwX",0.2,0.3,en,3.0,4.0,RobertKajoro,40,244,,"[{'text': 'COVID19', 'indices': [0, 8]}, {'text': 'Africa', 'indices': [18, 25]}, {'text': 'Covid19vaccines', 'indices': [118, 134]}, {'text': 'oxygen', 'indices': [136, 143]}, {'text': 'COVID19', 'indices': [150, 158]}]",,Uganda
5816,Sat Jun 19 05:59:44 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Third wave of #coronavirus has hit Africa in a full blown manner. Gradual unlock in India a must for the economy but was shocked to see videos where people are flocking markets &amp; streets. This is not over yet folks so buckle up.,-0.11666666666666665,0.45,en,271.0,40.0,AkHaridas,2358,3480,,"[{'text': 'coronavirus', 'indices': [14, 26]}]",,earth
5817,Sat Jun 19 05:59:49 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",,0.0,0.0,en,771.0,798.0,MissA94061839,36,115,False,,,Malaysia
5818,Sat Jun 19 06:00:02 +0000 2021,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",,0.0,0.0,en,,,fedsas1,1929,2486,False,,[],South Africa
5819,Sat Jun 19 06:00:03 +0000 2021,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","We are dying! Ugandans need the world to stand with them. We need oxygen, PPEs, #COVID19 vaccines and money to pay our over-stretched health workers.
World, we need each other! 

Oxygen failure kills 30 Covid patients at Mulago  https://t.co/o1K0IUGf6Z via @DailyMonitor",-0.2364583333333333,0.3375,en,1019.0,580.0,thestratink,28,1196,,"[{'text': 'COVID19', 'indices': [80, 88]}]",,
5820,Sat Jun 19 06:00:18 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",,0.0,0.0,en,56.0,23.0,MesuzuITA,209,311,,,,
5821,Sat Jun 19 06:00:41 +0000 2021,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,0.0,0.0,en,,,TsenatSaba,6446,1433,False,,"[{'screen_name': 'herszenhorn', 'name': 'David M. Herszenhorn', 'id': 61879600, 'id_str': '61879600', 'indices': [0, 12]}, {'screen_name': 'vchadw', 'name': 'Vince Chadwick', 'id': 303047410, 'id_str': '303047410', 'indices': [13, 20]}, {'screen_name': 'Haavisto', 'name': 'Pekka Haavisto', 'id': 30931835, 'id_str': '30931835', 'indices': [21, 30]}, {'screen_name': 'Mikepeeljourno', 'name': 'Michael Peel', 'id': 540113442, 'id_str': '540113442', 'indices': [31, 46]}]",German
5822,Sat Jun 19 06:00:45 +0000 2021,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,0.0,0.0,en,,,Thuyngu85579012,49,67,False,,"[{'screen_name': 'Europarl_EN', 'name': 'European Parliament', 'id': 36329597, 'id_str': '36329597', 'indices': [0, 12]}, {'screen_name': 'eucopresident', 'name': 'Charles Michel', 'id': 196994616, 'id_str': '196994616', 'indices': [93, 107]}, {'screen_name': 'vonderleyen', 'name': 'Ursula von der Leyen', 'id': 1146329871418843136, 'id_str': '1146329871418843136', 'indices': [108, 120]}, {'screen_name': 'wto', 'name': 'WTO', 'id': 169963553, 'id_str': '169963553', 'indices': [195, 199]}, {'screen_name': 'G7', 'name': 'G7 UK', 'id': 3191500397, 'id_str': '3191500397', 'indices': [266, 269]}]",
5823,Sat Jun 19 06:01:15 +0000 2021,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Dr Moeti is head of WHO in Africa, and one of the best public health experts and leaders I know. Hers is a desperate request for vaccines to Africa. We plead with Germany and the UK to lift patent restrictions and urgently transfer technology to enable production in Africa.",0.13333333333333333,0.4555555555555556,en,554.0,283.0,Henryscat2020,289,1239,,[],,
5824,Sat Jun 19 06:01:15 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Covid vaccines in healthy young people poses an ethical question as well as a benefit risk question. Is risk of myocarditis in your child worth it “for the greater good” to protect older people,at risks groups already vaccinated? I cannot accept that it’s a fair risk for children",0.3958333333333333,0.4916666666666667,en,81.0,30.0,orangebobevil,502,280,,[],,United Kingdom
5825,Sat Jun 19 06:01:39 +0000 2021,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Africa is in the midst of a full blown third wave. The sobering trajectory of surging cases should rouse everyone into urgent action. 

We’ve seen in India and elsewhere just how quickly #COVID19 can rebound and overwhelm health systems.",0.1958333333333333,0.2875,en,207.0,164.0,bigfrancoise,88,75,,"[{'text': 'COVID19', 'indices': [187, 195]}]",,Congo
5826,Sat Jun 19 06:01:55 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",,0.0,0.0,en,56.0,24.0,_yooshi21,50,74,,,,Palestine
5827,Sat Jun 19 06:02:03 +0000 2021,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","How do we know #COVID19 vaccines are safe?

CDC &amp; @US_FDA have safety monitoring systems to make sure every vaccine is as safe as possible. One system, VAERS, records adverse events from patients and doctors and can signal a potential safety issue. More: https://t.co/xSe61xdKcE. https://t.co/MEreGYnKPK",0.3333333333333333,0.7314814814814815,en,122.0,68.0,DeeDeeBlvd,98,124,,"[{'text': 'COVID19', 'indices': [15, 23]}]",,"StL, MO"
5828,Sat Jun 19 06:02:17 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Africa is in the midst of a full blown third wave. The sobering trajectory of surging cases should rouse everyone into urgent action. 

We’ve seen in India and elsewhere just how quickly #COVID19 can rebound and overwhelm health systems.",0.1958333333333333,0.2875,en,207.0,165.0,OliajiMeher,42,340,,"[{'text': 'COVID19', 'indices': [187, 195]}]",,London /Egham
5829,Sat Jun 19 06:02:20 +0000 2021,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,0.0,0.0,en,773.0,802.0,amnahyb,269,453,False,,,"Dammam, Kingdom of Saudi Arabia"
5830,Sat Jun 19 06:02:21 +0000 2021,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",A Belgian court ruled that coronavirus vaccine-maker AstraZeneca had committed a “serious breach” of its contract with the European Union amid a major legal battle over delivery obligations that has tarnished the company’s image. https://t.co/IQf4kgqAMr #COVID19 #vaccines #EU,-0.017708333333333326,0.3416666666666666,en,1.0,2.0,DrRimmer,16830,18511,,"[{'text': 'COVID19', 'indices': [254, 262]}, {'text': 'vaccines', 'indices': [263, 272]}, {'text': 'EU', 'indices': [273, 276]}]",,"Brisbane, Queensland"
5831,Sat Jun 19 06:02:30 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","I’m pleased to welcome the #WeCanDoThis bus to Atlanta today! Remember, there are 3 easy ways to find a #COVID19 vaccine near you:  
🔍 Search https://t.co/d2PDWIps8o  
📱Text your ZIP code to 438829  
📞 Call 1-800-232-0233 https://t.co/AMmcMmCtiP",0.5083333333333333,0.7833333333333333,en,1128.0,360.0,jotho0317,150,396,,"[{'text': 'WeCanDoThis', 'indices': [27, 39]}, {'text': 'COVID19', 'indices': [104, 112]}]",,"Jacksonville, Fl"
5832,Sat Jun 19 06:02:32 +0000 2021,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,0.0,0.0,en,,,Thuyngu85579012,49,67,False,,"[{'screen_name': 'EUCouncil', 'name': 'EU Council', 'id': 206717989, 'id_str': '206717989', 'indices': [138, 148]}, {'screen_name': 'eucopresident', 'name': 'Charles Michel', 'id': 196994616, 'id_str': '196994616', 'indices': [149, 163]}, {'screen_name': 'G7', 'name': 'G7 UK', 'id': 3191500397, 'id_str': '3191500397', 'indices': [235, 238]}]",
5833,Sat Jun 19 06:02:43 +0000 2021,"<a href=""https://help.twitter.com/en/using-twitter/how-to-tweet#source-labels"" rel=""nofollow"">Vaccine finder</a>",,0.0,0.0,en,,,PuneUpdater,88,0,,,[],
5834,Sat Jun 19 06:02:44 +0000 2021,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","2/ The Delta variant should pose little threat if you're fully vaccinated, but could still cause deadly surges in places where many people have shunned #COVID19 vaccines. That puts the South and parts of rural America at risk.
https://t.co/jzL6kUR8uW https://t.co/xsJD4TJIlE",0.028125,0.35,en,229.0,92.0,TChartres,94,1057,,"[{'text': 'COVID19', 'indices': [152, 160]}]",,
5835,Sat Jun 19 06:02:46 +0000 2021,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","You can get a #COVID19 vaccine and other vaccines, including flu and shingles, at the same visit. You no longer need to wait 14 days between vaccines. Side effects are the same if vaccines are given alone or together. 
 
More about vaccine timing: https://t.co/BV3mN5XdLe. https://t.co/RWrRzhKdEg",0.09375,0.28125,en,209.0,141.0,AZbeetlebug,638,2777,,"[{'text': 'COVID19', 'indices': [14, 22]}]",,"Phoenix, AZ"
5836,Sat Jun 19 06:02:51 +0000 2021,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>",,0.0,0.0,en,58.0,25.0,ben3dwan,251,654,,,,I Have  a Dream.....
5837,Sat Jun 19 06:02:52 +0000 2021,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,0.0,0.0,en,,,TaniaAMarshall,7340,7801,False,,[],Online Consultation Worldwide 
5838,Sat Jun 19 06:02:57 +0000 2021,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,0.0,0.0,en,,,ians_india,65934,45,False,,"[{'screen_name': 'AstraZeneca', 'name': 'AstraZeneca', 'id': 62465691, 'id_str': '62465691', 'indices': [43, 55]}]",New Delhi
5839,Sat Jun 19 06:03:00 +0000 2021,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",14) surging hospitalizations in the UK despite higher vaccinations than even Us shows the #DeltaVariant is truly worrisome. The data on hospitalizations don’t lie.,0.25,0.5,en,287.0,136.0,SusanChubb1,5825,6295,,"[{'text': 'DeltaVariant', 'indices': [90, 103]}]",,
5840,Sat Jun 19 06:03:02 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",,0.0,0.0,en,136.0,31.0,KeKaybmos,196,167,,,,1 4 7 5
5841,Sat Jun 19 06:03:03 +0000 2021,"<a href=""https://help.twitter.com/en/using-twitter/how-to-tweet#source-labels"" rel=""nofollow"">Vaccine finder</a>",,0.0,0.0,en,,,PuneUpdater,88,0,,,[],
5842,Sat Jun 19 06:03:16 +0000 2021,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",BioCubaFarma says phase 3 clinical trial results for #Cuban #COVID19 #vaccines are due out in a few days. Soberana02 (with and without booster) and Abdala were tested in 85K+ volunteers in Havana and eastern Cuba. @BioCubaFarma @FinlayInstituto @cda_dc @WOLA_org @aperezriverol https://t.co/GkrwLdJX1M,-0.1625,0.2375,en,89.0,54.0,BjrnBlomberg,608,2297,,"[{'text': 'Cuban', 'indices': [53, 59]}, {'text': 'COVID19', 'indices': [60, 68]}, {'text': 'vaccines', 'indices': [69, 78]}]",,
5843,Sat Jun 19 06:03:23 +0000 2021,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","#COVID19 cases in #Africa are increasing by over 20% each week. Countries in East &amp; Southern Africa urgently need #Covid19vaccines, #oxygen &amp; #COVID19 tests. @UNICEF is helping to procure vital supplies but much more is needed. https://t.co/YlR1SVntwX",0.2,0.3,en,6.0,5.0,mkampjensen,2023,998,,"[{'text': 'COVID19', 'indices': [0, 8]}, {'text': 'Africa', 'indices': [18, 25]}, {'text': 'Covid19vaccines', 'indices': [118, 134]}, {'text': 'oxygen', 'indices': [136, 143]}, {'text': 'COVID19', 'indices': [150, 158]}]",,New York
5844,Sat Jun 19 06:03:31 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Could mixing and matching #COVID19 vaccine types help protect against new variants? #RIT virologist @MaureenFerran explores the topic in an intriguing new article for @ConversationUS. #RITNews @RITscience @RITtigers https://t.co/aVdLLqGO9J,0.19090909090909086,0.4363636363636363,en,7.0,4.0,rsyqhxxx,967,1074,,"[{'text': 'COVID19', 'indices': [26, 34]}, {'text': 'RIT', 'indices': [84, 88]}, {'text': 'RITNews', 'indices': [184, 192]}]",,KNK - TRG ✈️
5845,Sat Jun 19 06:03:38 +0000 2021,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","You can get a #COVID19 vaccine and other vaccines, including flu and shingles, at the same visit. You no longer need to wait 14 days between vaccines. Side effects are the same if vaccines are given alone or together. 
 
More about vaccine timing: https://t.co/BV3mN5XdLe. https://t.co/RWrRzhKdEg",0.09375,0.28125,en,210.0,142.0,Barrabarra5,2421,4949,,"[{'text': 'COVID19', 'indices': [14, 22]}]",,#WarrenDemocrat
5846,Sat Jun 19 06:03:42 +0000 2021,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,0.0,0.0,en,,,VegasVisions,14051,14514,True,,[],"Las Vegas, Nevada"
5847,Sat Jun 19 06:03:49 +0000 2021,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","We are dying! Ugandans need the world to stand with them. We need oxygen, PPEs, #COVID19 vaccines and money to pay our over-stretched health workers.
World, we need each other! 

Oxygen failure kills 30 Covid patients at Mulago  https://t.co/o1K0IUGf6Z via @DailyMonitor",-0.2364583333333333,0.3375,en,1019.0,581.0,beautyboois,9174,1927,,"[{'text': 'COVID19', 'indices': [80, 88]}]",,/ae//gams
5848,Sat Jun 19 06:04:05 +0000 2021,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Dr Moeti is head of WHO in Africa, and one of the best public health experts and leaders I know. Hers is a desperate request for vaccines to Africa. We plead with Germany and the UK to lift patent restrictions and urgently transfer technology to enable production in Africa.",0.13333333333333333,0.4555555555555556,en,555.0,284.0,ParallaxUtopian,83,476,,[],,"San Antonio, TX"
5849,Sat Jun 19 06:04:13 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",,0.0,0.0,en,775.0,803.0,SorayaM,271,426,False,,,"ÜT: 51.493121,-0.205039"
5850,Sat Jun 19 06:04:15 +0000 2021,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,0.0,0.0,en,,,Dr_Groome,54,68,False,,"[{'screen_name': 'YouTube', 'name': 'YouTube', 'id': 10228272, 'id_str': '10228272', 'indices': [172, 180]}]","Johannesburg, South Africa"
5851,Sat Jun 19 06:04:25 +0000 2021,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","Canadian vaccine advice: For those who received AstraZeneca as their first dose, NACI recommends that either Pfizer or Moderna mRNA vaccine should be offered as a second dose. Why isn’t Australia recommending the same? I suggest because feds failed to procure enough mRNA vaccine. https://t.co/125rtUCFFD",-0.05,0.25166666666666665,en,12.0,7.0,PhilipW59335220,400,214,,[],,
5852,Sat Jun 19 06:04:30 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","South Africa has recorded 10 510 new #coronavirus cases bringing the total to 1 796 589. The Department of Health has also reported 118 more deaths, bringing the total to 58 411. https://t.co/ipdMNdWmPV",0.1590909090909091,0.6136363636363636,en,70.0,49.0,lane_gossip,85,238,,"[{'text': 'coronavirus', 'indices': [37, 49]}]",,
5853,Sat Jun 19 06:04:30 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Africa is in the midst of a full blown third wave. The sobering trajectory of surging cases should rouse everyone into urgent action. 

We’ve seen in India and elsewhere just how quickly #COVID19 can rebound and overwhelm health systems.",0.1958333333333333,0.2875,en,207.0,166.0,zanele_figlan,522,1441,,"[{'text': 'COVID19', 'indices': [187, 195]}]",,Capetown
5854,Sat Jun 19 06:04:58 +0000 2021,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,0.0,0.0,en,,,hsiyinl,144,160,,,,Earth
5855,Sat Jun 19 06:05:17 +0000 2021,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","2/ The Delta variant should pose little threat if you're fully vaccinated, but could still cause deadly surges in places where many people have shunned #COVID19 vaccines. That puts the South and parts of rural America at risk.
https://t.co/jzL6kUR8uW https://t.co/xsJD4TJIlE",0.028125,0.35,en,229.0,93.0,emccoy_writer,1121,307,,"[{'text': 'COVID19', 'indices': [152, 160]}]",,
5856,Sat Jun 19 06:05:53 +0000 2021,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","We are dying! Ugandans need the world to stand with them. We need oxygen, PPEs, #COVID19 vaccines and money to pay our over-stretched health workers.
World, we need each other! 

Oxygen failure kills 30 Covid patients at Mulago  https://t.co/o1K0IUGf6Z via @DailyMonitor",-0.2364583333333333,0.3375,en,1019.0,583.0,Ndeu_Something,721,787,,"[{'text': 'COVID19', 'indices': [80, 88]}]",,Windhoek
5857,Sat Jun 19 06:06:03 +0000 2021,"<a href=""https://help.twitter.com/en/using-twitter/how-to-tweet#source-labels"" rel=""nofollow"">Vaccine finder</a>",,0.0,0.0,en,,,PuneUpdater,88,0,,,[],
5858,Sat Jun 19 06:06:04 +0000 2021,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Museveni says #Uganda's #COVID19 vaccine will be better than all the existing vaccines because it covers all the existing variants. The Ugandan vaccine has been administered to 70 patients and 58 have so far recovered. Vaccine will soon hit the 120-patient threshold #M7Address,0.3,0.75,en,63.0,18.0,iGilbati,2240,527,,"[{'text': 'Uganda', 'indices': [14, 21]}, {'text': 'COVID19', 'indices': [24, 32]}, {'text': 'M7Address', 'indices': [267, 277]}]",,"Kisasi, UG."
5859,Sat Jun 19 06:06:12 +0000 2021,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","@IanAbNe @21WIRE @British_Airways @kmacbean123 If those pilots were recently vaccinated with not sufficiently tested experimental Covid19 vaccines it is every passenger's business!
What if the two pilots of a plane become unwell or get a stroke while flying?",0.0625,0.325,en,41.0,6.0,ergodrake,863,1147,,[],,
5860,Sat Jun 19 06:06:41 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","So, vaccines good against hospitalizations, yes, but not when just 1 dose against #DeltaVariant, not when &lt;50% fully vaxxed. Despite new controversial case-control efficacy study (very small &amp; assumption laden)—🇬🇧hospital #COVID19 surges just don’t lie.🧵 https://t.co/VQS4Eya0PJ https://t.co/S9zmXacm0l",0.2653409090909091,0.6311363636363637,en,553.0,289.0,alangriffith8,1247,1612,,"[{'text': 'DeltaVariant', 'indices': [82, 95]}, {'text': 'COVID19', 'indices': [229, 237]}]",,"Sussex, UK"
5861,Sat Jun 19 06:06:45 +0000 2021,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","We are dying! Ugandans need the world to stand with them. We need oxygen, PPEs, #COVID19 vaccines and money to pay our over-stretched health workers.
World, we need each other! 

Oxygen failure kills 30 Covid patients at Mulago  https://t.co/o1K0IUGf6Z via @DailyMonitor",-0.2364583333333333,0.3375,en,1019.0,584.0,tunaoshali,3639,987,,"[{'text': 'COVID19', 'indices': [80, 88]}]",,Windhoek
5862,Sat Jun 19 06:06:44 +0000 2021,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,0.0,0.0,en,,,mygovindia,2592879,261,False,,[],New Delhi
5863,Sat Jun 19 06:06:51 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Africa is in the midst of a full blown third wave. The sobering trajectory of surging cases should rouse everyone into urgent action. 

We’ve seen in India and elsewhere just how quickly #COVID19 can rebound and overwhelm health systems.",0.1958333333333333,0.2875,en,207.0,167.0,EmMicucci,523,794,,"[{'text': 'COVID19', 'indices': [187, 195]}]",,Roma
5864,Sat Jun 19 06:06:55 +0000 2021,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","With vaccination coverage being expanded from 21st June 2021, the government is committed to providing free #COVID19 vaccines to everyone!

You don't need to pre-register for #COVIDVaccination &amp; can directly go to a Vaccination Centre to get the jab. #IndiaFightsCorona https://t.co/fwgB5nKZu0",0.2,0.4000000000000001,en,2.0,1.0,KumarAN83349147,169,338,,"[{'text': 'COVID19', 'indices': [108, 116]}, {'text': 'COVIDVaccination', 'indices': [175, 192]}, {'text': 'IndiaFightsCorona', 'indices': [255, 273]}]",,
5865,Sat Jun 19 06:06:58 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","With vaccination coverage being expanded from 21st June 2021, the government is committed to providing free #COVID19 vaccines to everyone!

You don't need to pre-register for #COVIDVaccination &amp; can directly go to a Vaccination Centre to get the jab. #IndiaFightsCorona https://t.co/fwgB5nKZu0",0.2,0.4000000000000001,en,3.0,2.0,_luhwangh_,79,172,,"[{'text': 'COVID19', 'indices': [108, 116]}, {'text': 'COVIDVaccination', 'indices': [175, 192]}, {'text': 'IndiaFightsCorona', 'indices': [255, 273]}]",,"Nagaland, India"
