created_at,source,original_text,polarity,subjectivity,lang,favorite_count,retweet_count,original_author,followers_count,friends_count,possibly_sensitive,hashtags,user_mentions,place
Fri Jun 18 22:37:02 +0000 2021,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","How Limpopo – one of SA's poorest provinces – is leading SA’s #vaccine rollout 
#Covid19 #Vaccination https://t.co/IUUwn775wx via @BusinessInsider",0.0,0.0,en,,,,1476,1441,,,,South Africa
Fri Jun 18 22:37:24 +0000 2021,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,en,435,283,,1860,541,,,,
Fri Jun 18 22:37:25 +0000 2021,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,en,8,7,,536,3429,,"[{'text': 'Africa', 'indices': [0, 7]}, {'text': 'LDCs', 'indices': [49, 54]}, {'text': 'COVID19', 'indices': [99, 107]}, {'text': 'green', 'indices': [200, 206]}, {'text': 'SDRs', 'indices': [227, 232]}, {'text': 'Vaccines', 'indices': [233, 242]}, {'text': 'DSSI', 'indices': [243, 248]}, {'text': 'LSF', 'indices': [249, 253]}]",,"Lagos, Nigeria"
Fri Jun 18 22:37:46 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",,,,en,658,326,,1761,258,,"[{'text': 'COVID19', 'indices': [4, 12]}, {'text': 'VaccinEquity', 'indices': [262, 275]}]",,
Fri Jun 18 22:37:50 +0000 2021,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,en,594,668,,139,63,,[],,Silicon Valley
Fri Jun 18 22:37:51 +0000 2021,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,en,398,104,,37,213,,,,
Fri Jun 18 22:37:55 +0000 2021,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,en,391,292,,473,487,,"[{'text': 'covid19', 'indices': [53, 61]}]",,New York and Florida
Fri Jun 18 22:38:01 +0000 2021,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,en,91,32,,435,476,,[],,Australia
Fri Jun 18 22:38:01 +0000 2021,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,,,en,,,,49,470,,,,The Hamburg Syndrome
Fri Jun 18 22:38:11 +0000 2021,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,,,en,26,7,,7727,837,,,,"Providence, RI"
Fri Jun 18 22:38:13 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","👇 Get vaccinated or you could lose your mind (or at least part of it), if you get infected with #COVID19!!!! #GetVaccinated #vaccinated #pandemic #vaccines",-0.732421875,0.4,en,,,,1018,2683,,,,"Surrey, BC, Canada"
Fri Jun 18 22:38:20 +0000 2021,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,en,491,249,,19656,5251,,[],,"London, UK"
Fri Jun 18 22:38:33 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",,,,en,76,46,,348,127,,"[{'text': 'Cuban', 'indices': [53, 59]}, {'text': 'COVID19', 'indices': [60, 68]}, {'text': 'vaccines', 'indices': [69, 78]}]",,
Fri Jun 18 22:38:34 +0000 2021,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,en,18,3,,600,650,,"[{'text': 'COVID19', 'indices': [211, 219]}, {'text': 'LongCovidKids', 'indices': [243, 257]}]",,
Fri Jun 18 22:38:41 +0000 2021,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,en,2,2,,5550,2839,,"[{'text': 'vaccineNationalism', 'indices': [12, 31]}, {'text': 'vaccineEquity', 'indices': [69, 83]}]",,"British Columbia, Canada"
Fri Jun 18 22:38:42 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",,,,en,436,284,,176,602,,,,
Fri Jun 18 22:39:03 +0000 2021,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,en,81,12,,4370,4312,,"[{'text': 'COVID19', 'indices': [123, 131]}, {'text': 'RECOVERY', 'indices': [144, 153]}, {'text': 'Red4Research', 'indices': [200, 213]}]",,"Manchester, England"
Fri Jun 18 22:39:19 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",,,,en,438,286,,845,747,,,,Free Palestine
Fri Jun 18 22:39:46 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",,,,en,1587,904,,62,64,,"[{'text': 'Covid19', 'indices': [145, 153]}]",,United States
Fri Jun 18 22:40:13 +0000 2021,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,en,391,293,,766,2171,,"[{'text': 'covid19', 'indices': [53, 61]}]",,
Fri Jun 18 22:40:18 +0000 2021,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,,,en,441,287,,50,87,,,,
Fri Jun 18 22:40:21 +0000 2021,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,en,1,2,,1071,2168,,"[{'text': 'Ex_Pfizer', 'indices': [11, 21]}, {'text': 'COVID19', 'indices': [38, 46]}]",,"New Hampton, NH"
Fri Jun 18 22:40:21 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",,,,en,0,2,,589,5011,,"[{'text': 'Men', 'indices': [0, 4]}, {'text': 'COVID19', 'indices': [60, 68]}, {'text': 'WearBlueDay', 'indices': [80, 92]}, {'text': 'COVID19', 'indices': [129, 137]}, {'text': 'VaccineReady', 'indices': [151, 164]}]",,United States
Fri Jun 18 22:40:42 +0000 2021,"<a href=""https://help.twitter.com/en/using-twitter/how-to-tweet#source-labels"" rel=""nofollow"">Vaccine finder</a>","Pin Code:[411041] 
Navale Medical College
Vaccines: COVISHIELD,
Min Age Limit: [18,45],
Dose1 Capacity: 1,471,417,0,452,
Dose2 Capacity: 478,454,395,355,448,430,
Dates Available: 18-06-2021,19-06-2021,20-06-2021
#VACCINE #VACCINEPUNE #COWIN #COVID19 #PUNE",-0.11666666666666665,0.4666666666666666,en,,,,88,0,,,,
Fri Jun 18 22:40:47 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",,,,en,,,,3419,5001,,,,Nva Kampala Uganda
Fri Jun 18 22:40:51 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",,,,en,441,289,,376,260,,,,sheith stony xuexiao endhawks
Fri Jun 18 22:41:03 +0000 2021,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,,,en,19,14,,14853,2768,,"[{'text': 'COVID19', 'indices': [19, 27]}]",,"520 W 49th St, New York, NY"
Fri Jun 18 22:41:18 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",,,,en,,,,1559,2243,,,,"Surfers Paradise,Qld Australia"
Fri Jun 18 22:41:19 +0000 2021,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,en,,,,5393,1013,,,,
Fri Jun 18 22:41:29 +0000 2021,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,,,en,444,239,,783,3234,,,,
Fri Jun 18 22:41:59 +0000 2021,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,,,en,1588,904,,94,162,,"[{'text': 'Covid19', 'indices': [145, 153]}]",,
Fri Jun 18 22:42:22 +0000 2021,"<a href=""https://help.twitter.com/en/using-twitter/how-to-tweet#source-labels"" rel=""nofollow"">Vaccine finder</a>","Pin Code:[411038] 
BSM-Deenanath Hosp Pvt PMC
Vaccines: COVISHIELD,
Min Age Limit: [18,45],
Dose1 Capacity: 916,0,
Dose2 Capacity: 0,13,
Dates Available: 19-06-2021
#VACCINE #VACCINEPUNE #COWIN #COVID19 #PUNE",-0.175,0.7,en,,,,88,0,,,,
Fri Jun 18 22:42:22 +0000 2021,"<a href=""https://help.twitter.com/en/using-twitter/how-to-tweet#source-labels"" rel=""nofollow"">Vaccine finder</a>","Pin Code:[411004] 
BMCC-DEENANATH HOSPITAL PVT
Vaccines: COVISHIELD,
Min Age Limit: [18,45],
Dose1 Capacity: 200,26,
Dose2 Capacity: 0,81,
Dates Available: 19-06-2021
#VACCINE #VACCINEPUNE #COWIN #COVID19 #PUNE",-0.175,0.7,en,,,,88,0,,,,
Fri Jun 18 22:42:41 +0000 2021,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,en,25,8,,1850,389,,"[{'text': 'COVID19', 'indices': [50, 58]}]",,"Toronto, Ontario"
Fri Jun 18 22:42:50 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",,,,en,105,91,,85,49,,"[{'text': 'COVID19', 'indices': [107, 115]}, {'text': 'Africa', 'indices': [125, 132]}]",,
Fri Jun 18 22:43:08 +0000 2021,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,,,en,172,114,,59,96,,"[{'text': 'COVID19', 'indices': [14, 22]}]",,
Fri Jun 18 22:43:14 +0000 2021,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,,,en,595,671,,1,36,,[],,
Fri Jun 18 22:43:19 +0000 2021,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,,,en,483,289,,64,195,,"[{'text': 'Masks', 'indices': [198, 204]}, {'text': 'Covid19', 'indices': [205, 213]}, {'text': 'Myocarditis', 'indices': [214, 226]}, {'text': 'DrHodkinson', 'indices': [227, 239]}, {'text': 'DelBigtree', 'indices': [240, 251]}]",,"East Quogue, NY"
Fri Jun 18 22:43:24 +0000 2021,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,en,,,,130,137,,,,Canada
Fri Jun 18 22:43:26 +0000 2021,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,en,,,,5393,1013,,,,
Fri Jun 18 22:43:33 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Good news on #SinoVac, #China's corporate entry into the #Pandemic #vaccine race? Nope. Bad all over if #DeltaVariant rips thru other vaccines like it rips thru Sinovac. A wet paper bag wud have had a better chance. Hope #MoDeltaVariant is not as virulent. #CovidKim #IaPolitics",0.04583333333333336,0.4236111111111111,en,,,,38988,40750,,,,Iowa
Fri Jun 18 22:43:35 +0000 2021,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,en,494,250,,772,2344,,[],,"London, England"
Fri Jun 18 22:43:36 +0000 2021,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>",,,,en,242,53,,311,240,,"[{'text': 'COVID19', 'indices': [38, 46]}]",,Mississauga
Fri Jun 18 22:43:38 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",,,,en,884,287,,2241,4162,,"[{'text': 'WeCanDoThis', 'indices': [27, 39]}, {'text': 'COVID19', 'indices': [104, 112]}]",,Florida
Fri Jun 18 22:43:59 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",,,,en,48,18,,118,440,,[],,
Fri Jun 18 22:44:18 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",,,,en,495,251,,96,458,,[],,"Berlin, Germany"
Fri Jun 18 22:44:51 +0000 2021,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,en,173,115,,20156,20555,,"[{'text': 'COVID19', 'indices': [14, 22]}]",,"Stony Brook, NY"
Fri Jun 18 22:45:02 +0000 2021,"<a href=""https://www.hootsuite.com"" rel=""nofollow"">Hootsuite Inc.</a>","#Mark of the Beast—Mandatory COVID Vaccination Message Begins...

---&gt; https://t.co/xLDaLs6OdI 

#COVID19 #Vaccine #Vaccines #Vaccinations #Prepper #Prepping",0.0,0.0,en,,,,807,377,,,,
Fri Jun 18 22:45:08 +0000 2021,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",The demand for vaccines is rising after this week’s changed advice on AstraZeneca – and @marshall_steven believes Adelaide is an excellent base for a manufacturing plant. #saparli #Covid19 #TheAdvertiser https://t.co/jMKwewlnsA,0.09999999999999998,1.0,en,,,,140162,195,,,,"Adelaide, South Australia"
Fri Jun 18 22:45:28 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",,,,en,6,5,,393,405,,"[{'text': 'Palestinians', 'indices': [53, 66]}, {'text': 'COVID19', 'indices': [72, 80]}]",,Getafe
Fri Jun 18 22:45:30 +0000 2021,"<a href=""http://naattuvartha.byethost33.com"" rel=""nofollow"">Naattuvartha</a>",,,,en,6,6,,6855,4581,,"[{'text': 'Palestinians', 'indices': [53, 66]}, {'text': 'COVID19', 'indices': [72, 80]}]",,കേരളം
Fri Jun 18 22:45:30 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",,,,en,484,290,,61,110,,"[{'text': 'Masks', 'indices': [198, 204]}, {'text': 'Covid19', 'indices': [205, 213]}, {'text': 'Myocarditis', 'indices': [214, 226]}, {'text': 'DrHodkinson', 'indices': [227, 239]}, {'text': 'DelBigtree', 'indices': [240, 251]}]",,
Fri Jun 18 22:45:32 +0000 2021,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,en,113,55,,102,191,,"[{'text': 'COVID19', 'indices': [86, 94]}, {'text': 'StrongerTogether', 'indices': [257, 274]}]",,Belgien
Fri Jun 18 22:45:49 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",,,,en,425,132,,2181,5001,,"[{'text': 'COVID19', 'indices': [219, 227]}]",,
Fri Jun 18 22:45:55 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",,,,en,149,82,,1449,2513,,"[{'text': 'DeltaVariant', 'indices': [26, 39]}]",,Ylum
Fri Jun 18 22:46:00 +0000 2021,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,en,886,288,,4861,3544,,"[{'text': 'WeCanDoThis', 'indices': [27, 39]}, {'text': 'COVID19', 'indices': [104, 112]}]",,"Providence, RI"
Fri Jun 18 22:46:03 +0000 2021,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,en,447,290,,24,97,,,,
Fri Jun 18 22:46:15 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",,,,en,15,8,,1016,4997,,"[{'text': 'COVID19', 'indices': [3, 11]}]",,"Barcelona, España"
Fri Jun 18 22:47:00 +0000 2021,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Palestinian leaders cant get out of their own way

BDS activists condemn the vaccines, so leaders backtrack &amp; claim theyre no good since they expire in 6mnths

Meanwhile, they will be sent to happy recipients  in Africa or Latin America to be vaccinated

https://t.co/NSbNelE4Oa",0.35000000000000003,0.8666666666666667,en,,,,1105,659,,,,
Fri Jun 18 22:47:07 +0000 2021,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,,,en,,,,355,2090,,,,"Nairobi, Kenya"
Fri Jun 18 22:47:12 +0000 2021,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","July 6 is the 12 week date for those who got the vaccine on April 13, the last date of the blitz vaccines. @djmillerJA @christufton #COVID19 #VaccinateJA #Jamaica #RJRBTH",0.0,0.06666666666666667,en,,,,8251,3143,,,,
Fri Jun 18 22:47:13 +0000 2021,"<a href=""http://naattuvartha.byethost33.com"" rel=""nofollow"">Naattuvartha</a>",,,,en,0,1,,6855,4581,,"[{'text': 'COVID19', 'indices': [132, 140]}, {'text': 'VaccinateJA', 'indices': [141, 153]}, {'text': 'Jamaica', 'indices': [154, 162]}, {'text': 'RJRBTH', 'indices': [163, 170]}]",,കേരളം
Fri Jun 18 22:47:14 +0000 2021,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,en,0,1,,1105,659,,[],,
Fri Jun 18 22:47:22 +0000 2021,"<a href=""https://help.twitter.com/en/using-twitter/how-to-tweet#source-labels"" rel=""nofollow"">Vaccine finder</a>","Pin Code:[411004] 
BMCC-DEENANATH HOSPITAL PVT
Vaccines: COVISHIELD,
Min Age Limit: [18,45],
Dose1 Capacity: 198,26,
Dose2 Capacity: 0,81,
Dates Available: 19-06-2021
#VACCINE #VACCINEPUNE #COWIN #COVID19 #PUNE",-0.175,0.7,en,,,,88,0,,,,
Fri Jun 18 22:47:22 +0000 2021,"<a href=""https://help.twitter.com/en/using-twitter/how-to-tweet#source-labels"" rel=""nofollow"">Vaccine finder</a>","Pin Code:[411038] 
BSM-Deenanath Hosp Pvt PMC
Vaccines: COVISHIELD,
Min Age Limit: [18,45],
Dose1 Capacity: 913,0,
Dose2 Capacity: 0,13,
Dates Available: 19-06-2021
#VACCINE #VACCINEPUNE #COWIN #COVID19 #PUNE",-0.175,0.7,en,,,,88,0,,,,
Fri Jun 18 22:47:22 +0000 2021,"<a href=""https://help.twitter.com/en/using-twitter/how-to-tweet#source-labels"" rel=""nofollow"">Vaccine finder</a>","Pin Code:[411041] 
Navale Medical College
Vaccines: COVISHIELD,
Min Age Limit: [18,45],
Dose1 Capacity: 2,471,0,417,452,
Dose2 Capacity: 478,454,395,355,448,430,
Dates Available: 18-06-2021,19-06-2021,20-06-2021
#VACCINE #VACCINEPUNE #COWIN #COVID19 #PUNE",-0.11666666666666665,0.4666666666666666,en,,,,88,0,,,,
Fri Jun 18 22:47:27 +0000 2021,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",@LAinsidernow @jeffm1981 @crookeddy @DaGecko2 @lapublichealth Immunity from infection still gets a bad rap but we know a lot more now than when some experts were making particularly conservative pronouncements that it might not last more than a few months...,0.04444444444444446,0.3611111111111111,en,,,,265,1319,,,,"Los Angeles, CA"
Fri Jun 18 22:48:01 +0000 2021,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>",,,,en,141,71,,22329,21594,,"[{'text': 'DeltaVariant', 'indices': [87, 100]}]",,CT 
Fri Jun 18 22:48:02 +0000 2021,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,,,en,17,17,,274,145,,"[{'text': 'DeltaVariant', 'indices': [10, 23]}, {'text': 'coronavirus', 'indices': [31, 43]}, {'text': 'vaccines', 'indices': [80, 89]}, {'text': 'COVID19', 'indices': [110, 118]}]",,
Fri Jun 18 22:48:23 +0000 2021,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",@GovRonDeSantis https://t.co/659Izfy83i LOL ….YOU WONT LET CRUISELINES INSIST ON VACCINES YET LAST YEAR YOU REFUSED TO DOCK A SHIP WITH SICK COVID19 PASSENGERS………,0.02857142857142858,0.5412698412698412,en,,,,359,1231,,,,Manchester England
Fri Jun 18 22:48:29 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",,,,en,0,2,,1394,875,,"[{'text': 'COVID19', 'indices': [132, 140]}, {'text': 'VaccinateJA', 'indices': [141, 153]}, {'text': 'Jamaica', 'indices': [154, 162]}, {'text': 'RJRBTH', 'indices': [163, 170]}]",,
Fri Jun 18 22:48:36 +0000 2021,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","DNC GOALS ARE TO WEED OUT GOOD COPS, LEAVING ONLY CORRUPT, AND TO GET A CORRUPT FEDERAL POLICE FORCE THAT ONLY ANSWERS TO DNC!
#Audit #Dominion #2A #1A #MAGA #KAG #Ivermectin #vaccines #COVID19 #CCPVirus #FreeHongKong #DemocratsCheated #USA",-0.06000000000000001,0.9199999999999999,en,,,,965,4032,,,,United States
Fri Jun 18 22:48:41 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",,,,en,1833,1017,,1670,604,,"[{'text': 'COVID19', 'indices': [72, 80]}, {'text': 'vaccines', 'indices': [81, 90]}, {'text': 'Delta', 'indices': [145, 151]}, {'text': 'variant', 'indices': [163, 171]}]",,
Fri Jun 18 22:48:43 +0000 2021,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,en,105,92,,2825,472,,"[{'text': 'COVID19', 'indices': [107, 115]}, {'text': 'Africa', 'indices': [125, 132]}]",,kuwait
Fri Jun 18 22:48:49 +0000 2021,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,,,en,54,40,,22499,24730,,"[{'text': 'COVID19', 'indices': [68, 76]}, {'text': 'DeltaVariant', 'indices': [264, 277]}]",,New York
Fri Jun 18 22:48:56 +0000 2021,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",#Rondesantis #MarcoRubio #AndrewClyde #MitchMcConnell #FireJimJordan #Elisestefanik #PaulGosar #KevinMcCarthy Defund &amp; Disrespect Capitol👮‍♀️#MSNBC #MoBrooks #laurenboebert #KristiNoem Dehumanizing #MAGA #Joshhawley #mattgaetz #TedCruz #GregAbbott GOP Obsession: Gun Utopia #Foxnews,0.0,0.0,en,,,,160,230,,,,
Fri Jun 18 22:49:01 +0000 2021,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,en,400,105,,277,289,,,,"Peterborough, Ontario"
Fri Jun 18 22:49:01 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",,,,en,450,291,,429,1484,,,,He/him
Fri Jun 18 22:49:07 +0000 2021,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Get your vaccines! Numbers are high for Regina alone in the last 4 days alone, meaning they are going in the opposite direction we need them to go.",0.05333333333333334,0.2022222222222222,en,,,,141,25,,,,
Fri Jun 18 22:49:16 +0000 2021,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,,,en,76,47,,5,66,,"[{'text': 'Cuban', 'indices': [53, 59]}, {'text': 'COVID19', 'indices': [60, 68]}, {'text': 'vaccines', 'indices': [69, 78]}]",,
Fri Jun 18 22:49:17 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Every day that supplies allow for further vaccines, we see the benefits. We're now down to 44 positive #COVID19 inpatients in hospital, 15 of those in ICU. 21 hospitals with just one case or less. Huge credit to public support &amp; for the take up of vaccines here. @HSELive",0.050841750841750855,0.39461279461279464,en,,,,75162,1234,,,,Ireland
Fri Jun 18 22:49:31 +0000 2021,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",My weekly Covid update. We should be focussing on Africa - and finding ways to support countries that are hurting a third wave. https://t.co/hMsB2uvUiL,0.0,0.0,en,,,,1395,2058,,,,"Washington, DC"
Fri Jun 18 22:49:40 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",,,,en,451,292,,416,2756,,,,"Dublin, Ireland"
Fri Jun 18 22:50:05 +0000 2021,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,en,9,1,,514,1992,,"[{'text': 'COVID19', 'indices': [103, 111]}]",,So Cal via Ireland 🇮🇪🇺🇸
Fri Jun 18 22:50:07 +0000 2021,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","5 months ago, the road to deliver millions of vaccines to Americans seemed incredibly long. Fast forward to today—we've achieved 300M #COVID19 vaccines administered since then.
 
The future is bright, so don't wait to #GetVaccinated and take part in this progress!",0.25625000000000003,0.48124999999999996,en,,,,55894,995,,,,
Fri Jun 18 22:50:07 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",,,,en,105,93,,169,1095,,"[{'text': 'COVID19', 'indices': [107, 115]}, {'text': 'Africa', 'indices': [125, 132]}]",,"Newark-on-Trent, England"
Fri Jun 18 22:50:12 +0000 2021,"<a href=""https://nathandharris.com"" rel=""nofollow"">All 435 Reps</a>",,,,en,0,1,,5268,746,,"[{'text': 'COVID19', 'indices': [134, 142]}, {'text': 'GetVaccinated', 'indices': [218, 232]}]",,
Fri Jun 18 22:50:27 +0000 2021,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",My weekly Covid update. We should be focussing on Africa - and finding ways to support countries that are hitting a third wave. https://t.co/hMsB2uvUiL,0.0,0.0,en,,,,1395,2058,,,,"Washington, DC"
Fri Jun 18 22:50:31 +0000 2021,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,en,2986,2246,,66,124,,"[{'text': 'COVID19', 'indices': [16, 24]}]",,
Fri Jun 18 22:50:50 +0000 2021,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>",,,,en,244,54,,81,389,,"[{'text': 'COVID19', 'indices': [38, 46]}]",,
Fri Jun 18 22:50:53 +0000 2021,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,,,en,10,12,,32790,8794,,"[{'text': 'SARSCoV2', 'indices': [37, 46]}, {'text': 'COVID19', 'indices': [276, 284]}]",,NYC
Fri Jun 18 22:50:59 +0000 2021,"<a href=""https://help.twitter.com/en/using-twitter/how-to-tweet#source-labels"" rel=""nofollow"">SciBot</a>",,,,en,12,13,,1235,81,,"[{'text': 'SARSCoV2', 'indices': [37, 46]}, {'text': 'COVID19', 'indices': [276, 284]}]",,
Fri Jun 18 22:51:01 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",,,,en,21,9,,2922,368,,"[{'text': 'COVID19', 'indices': [7, 15]}, {'text': 'NoNameCampaign', 'indices': [148, 163]}]",,Ghana
Fri Jun 18 22:51:07 +0000 2021,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,en,26,2,,913,4232,,"[{'text': 'COVID19', 'indices': [103, 111]}]",,"Cavan, Ireland"
Fri Jun 18 22:51:33 +0000 2021,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,,,en,1,2,,2616,4986,,"[{'text': 'Sinopharm', 'indices': [64, 74]}, {'text': 'COVID19', 'indices': [75, 83]}, {'text': 'vaccine', 'indices': [253, 261]}]",,
Fri Jun 18 22:51:34 +0000 2021,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,en,30,3,,5944,1647,,"[{'text': 'COVID19', 'indices': [103, 111]}]",,"Waterford, Ireland"
Fri Jun 18 22:51:50 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",,,,en,1,3,,351,249,,"[{'text': 'COVID19', 'indices': [0, 8]}, {'text': 'MyCOVIDvax', 'indices': [268, 279]}]",,"Toronto, Ontario, Canada"
